,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
6878,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming",0,0,0,1
6879,add a j mclean to rock to work,0,0,0,1
6880,Add the song to the pure seduction playlists,0,0,0,1
6881,Add this track by Brian Welch to the spring music playlist,0,0,0,1
6882,Add artist hex hector to my old school death metal playlist,0,0,0,1
6883,I'd like to move the artist named Matt Walker to the playlist grandes unplugged,0,0,0,1
6884,Add Every Song Is a Cry for Love to my playlist Soul 'n' The City,0,0,0,1
6885,please add John Deacon to the funtime activity playlist,0,0,0,1
6886,add bert mccracken tune lo que suena new york playlist,0,0,0,1
6887,"Add Star Light, Star Bright to my jazz classics playlist. ",0,0,0,1
6888,Edit Classic Road Trip Songs put on Sammy Cahn,0,0,0,1
6889,add agua y sal in Classic Jazz Funk,0,0,0,1
6890,add this song by torch to my Sing Along playlist,0,0,0,1
6891,Add Jerry Dixon to my chill out list,0,0,0,1
6892,add antisleep volume 04 in All Out 70s playlist,0,0,0,1
6893,Add artist to my 80'S PARTY,0,0,0,1
6894,Add a tune to my playlist Women of K-Pop,0,0,0,1
6895,add album to my I Love My 90's R&B,0,0,0,1
6896,Add tune to my Folk Music At The Gaslight Café,0,0,0,1
6897,Add Heart Like a Hurricane to digster soul classics,0,0,0,1
6898,add Fish Leong to my I Love My '00's R&B playlist,0,0,0,1
6899,put this album on my road trip playlist,0,0,0,1
6900,Add Hotter Than Hell to my Fiesta playlist,0,0,0,1
6901,add mike mogis onto my crate diggers anonymous playlist,0,0,0,1
6902,add david dallas to my latin dance cardio playlist,0,0,0,1
6903,add this artist to Pop 2017 Picks,0,0,0,1
6904,Add Scarred to my This Is Zezé Di Camargo & Luciano,0,0,0,1
6905,add my album to This Is Al Green,0,0,0,1
6906,add this artist to Blues Roots list,0,0,0,1
6907,Add the artist to the nuclear blast novelties playlist.,0,0,0,1
6908,Add Born Free to Fresh R&B,0,0,0,1
6909,Add an album to my Sylvia Plath playlist.,0,0,0,1
6910,"Put this song on my playlist, In The Name Of Blues.",0,0,0,1
6911,add the artist Jamie T to hallie's winter music playlist,0,0,0,1
6912,Put more Unbelievable in my grandes unplugged playlist. ,0,0,0,1
6913,Add this artist to my Classic Punk playlist,0,0,0,1
6914,The Sleep Machine Waterscapes playlist needs some kris chetan ramlu in it. ,0,0,0,1
6915,Add something by ritchie valens to my playlist virales de siempre,0,0,0,1
6916,Add the Proof album to Cierra La Puerta playlist,0,0,0,1
6917,Add the tune to my Epic Classical playlist.,0,0,0,1
6918,Add this tune by rod argent to propuesta alternativa playlist,0,0,0,1
6919,Add inconfundible to Stomp & Holler,0,0,0,1
6920,Add My Very Best to my road trip playlist. ,0,0,0,1
6921,For my playlist fresh finds hiptronix add the name polka medley,0,0,0,1
6922,add this album to the playlist called dishwashing,0,0,0,1
6923,rate tune to my natalie macmaster viajes,0,0,0,1
6924,Put a Paul Hardcastle song in my classic jazz funk playlist. ,0,0,0,1
6925,Can you add an album to my Are & Be playlist,0,0,0,1
6926,I want to put a copy of this tune into Skatepark Punks,0,0,0,1
6927,ADD Me Kommeni Tin Anasa to my propuesta alternativa playlist,0,0,0,1
6928,Add this track by horace andy to acoustic soul,0,0,0,1
6929,please put this song by nas in my Hype playlist,0,0,0,1
6930,add the song by brian larsen to the Cardio playlist,0,0,0,1
6931,add cross bones style to Guest List TaKe,0,0,0,1
6932,For the playlist this is mozart add Nana Mizuki Live Fighter -Blue x Red Side-,0,0,0,1
6933,Add The Hellacopters singles to my teen party,0,0,0,1
6934,add the artist gougoush to the Soul Revived playlist,0,0,0,1
6935,I want to add No Mystery to alejandra's Acoustic Love playlist,0,0,0,1
6936,my Disco Forever playlist needs an album by sawai gandharva.,0,0,0,1
6937,add this artist to my Sinfonía Hipster,0,0,0,1
6938,add this album to Digster Future Hits,0,0,0,1
6939,Add naseer shamma to piano chill,0,0,0,1
6940,Add Buddy Tate to just dance by aftercluv list,0,0,0,1
6941,Add Barbara to the metal xplorer playlist. ,0,0,0,1
6942,I want jimmie noone on the playlist titled lo mejor de los 00's,0,0,0,1
6943,add song to thrash attack,0,0,0,1
6944,Can you put this xandee song onto my chill playlist?,0,0,0,1
6945,add falling upstairs to the playlist named chill out,0,0,0,1
6946,Can you add some Tommie Sunshine to my chill out playlist,0,0,0,1
6947,Add Waltz for Debby to my Soft Pop Hits playlist.,0,0,0,1
6948,Add Tunnel of Love to ethel's metal crash course palylist,0,0,0,1
6949,add tune to my metal crash course playlist,0,0,0,1
6950,add this tune by Nokio the N Tity to my this is bb king playlist,0,0,0,1
6951,add this peter iwers album to my ntc gym strong,0,0,0,1
6952,add a new entry for mon beau sapin in lela's música libre playlist,0,0,0,1
6953,Can the artist big mama thornton be put onto my Trabajo Relax playlist?,0,0,0,1
6954,add this track to my Dinnertime Acoustics playist,0,0,0,1
6955,Add Hallucinations of Despair to my this is trey songz playlist.,0,0,0,1
6956,put this track on the playlist with the name roadrunner rec new releases,0,0,0,1
6957,Ad Amal Hijazi tune to my Pura Vida,0,0,0,1
6958,I want to put this song in my new boots playlist,0,0,0,1
6959,Put No Mystery into my Punk Essentials playlist. ,0,0,0,1
6960,"I want to send music to ann's lists from SIR John Winston Ono Lennon, put it on her Infinite Indie Folk list",0,0,0,1
6961,Add irving berlin to my dishwashing,0,0,0,1
6962,Add Gary Valenciano to the power gaming playlist. ,0,0,0,1
6963,Please add 80s Classic Hits Asking for It to my playlist,0,0,0,1
6964,add artist my laundry playlist,0,0,0,1
6965,add Billy Martin album to my legendary guitar solos playlist,0,0,0,1
6966,add this song to my southern gothic playlist,0,0,0,1
6967,Add Luiza Possi to my bachelor party playlist. ,0,0,0,1
6968,Add track by Fleetwood Mac to lakeisha's playlist TODO NOVEDADES,0,0,0,1
6969,Add See Me Now to my enamorándose playlist,0,0,0,1
6970,add the artist a j pero to my Country Gold playlist,0,0,0,1
6971,add this artist to sunshine reggae ,0,0,0,1
6972,Add what if we were real to my Ultimate 80s playlist,0,0,0,1
6973,Add unreachable to my wine & dine playlist.,0,0,0,1
6974,add the artist to my 31 Minutos playlist,0,0,0,1
6975,Can you add woman of the world to my playlist entitled Duetos,0,0,0,1
6976,add this track to my global funk,0,0,0,1
6977,Put a gary clark song into the soul bpm playlist. ,0,0,0,1
6978,Add a track by flesh n bone to my totally alternative playlist. ,0,0,0,1
6979,add something so right to lora's 80s Classic Hits playlist,0,0,0,1
6980,Put this Yury Chernavsky tune on my Alternative Route playlist,0,0,0,1
6981,add nour mhanna to workday lounge,0,0,0,1
6982,add naomi schemer to my Hanging Out and Relaxing,0,0,0,1
6983,add this track to my Gold School playlist,0,0,0,1
6984,add Petar Georgiev Kalica song to my Push Button Funk playlist,0,0,0,1
6985,Add a song by Jil Y Creek to my spring music,0,0,0,1
6986,put kan on my Indie Rock Road Trip,0,0,0,1
6987,add this artist named Kirk Hammett to my playlist Los 40 Radio Éxitos,0,0,0,1
6988,add Give Us Rest to my Very Nearly Nashville playlist,0,0,0,1
6989,put deep purple on this is jennifer lopez,0,0,0,1
6990,Add the track to the Best Metal of the New Millennium playlist.,0,0,0,1
6991,add this song to Country Coffeehouse,0,0,0,1
6992,Add venedig im regen to this is Maxwell,0,0,0,1
6993,Add Rodriguez artist to my mujeres y hombres y fiesta playlist,0,0,0,1
6994,add The Field album to my romantic evening album,0,0,0,1
6995,add the album to the metalcore playlist,0,0,0,1
6996,add the artist  w g snuffy walden to my Billboard Latin Music Awards Finalists playlist,0,0,0,1
6997,add richard sohl to dinner for 2,0,0,0,1
6998,put four in blue onto Ultimate 00s.,0,0,0,1
6999,add Madchild to Electro Latino,0,0,0,1
7000,Add my favorite artist to the focus now playlist,0,0,0,1
7001,add song to This Is Philip Glass,0,0,0,1
7002,Add manos hatzidakis to lo mejor de los 00's,0,0,0,1
7003,Add keine grenzen to New Metal Tracks,0,0,0,1
7004,Put Beside You in my spotify orchestra cello playlist. ,0,0,0,1
7005,Please add checkmate to my irish folk – jigs & reels playlist,0,0,0,1
7006,Add this track to my Zen Focus playlist,0,0,0,1
7007,add the album to my Latin Pop Rising playlist,0,0,0,1
7008,Add image to the Nuclear Blast Novelties playlist,0,0,0,1
7009,Add Der K und K Kalypso aus Wien to vonda's playlist Pura Vida,0,0,0,1
7010,Add tune to this is trey songz,0,0,0,1
7011,Add Sam Moran music to my tgif playlist,0,0,0,1
7012,add post mortem to my timeless love songs playlist,0,0,0,1
7013,Put this shelter from the storm on r&b party classics,0,0,0,1
7014,Add The Maid of Amsterdam to my 80s smash hits,0,0,0,1
7015,Add One Good Reason to the bachelor party playlist,0,0,0,1
7016,add Joe Hickerson  to my Jazz – Classical Crossings,0,0,0,1
7017,add If You Were Mine  to Classic Punk playlist,0,0,0,1
7018,add The Green Book in my playlist Mellowed Out Gaming,0,0,0,1
7019,Add pittsburgh slim to my indie mim playlist.,0,0,0,1
7020,add the tune to my jazz vibes playlist,0,0,0,1
7021,add El valle del Jarama to my working day playlist,0,0,0,1
7022,add share the well to my epic wall of sound,0,0,0,1
7023,Add another tune to kristine's laundry playlist. ,0,0,0,1
7024,add The Rough Guide to the Music of Eastern Europe to my This Is Philip Glass playlist,0,0,0,1
7025,add als het om de liefde gaat to my this is handel playlist,0,0,0,1
7026,Can you put this tune onto Latin Dance Cardio?,0,0,0,1
7027,"I need to add an artist to one of my playlists, Classical New Releases Spotify Picks.",0,0,0,1
7028,Add maki ohguro to the rock hard playlist,0,0,0,1
7029,add this matt bachand tune to pure rock & roll,0,0,0,1
7030,Add Testifying to  donna's tokyo rising palylist,0,0,0,1
7031,Add East Grand Blues to the This Is Nicky Jam playlist. ,0,0,0,1
7032,add my old kentucky home to Fresh Finds Fire Emoji,0,0,0,1
7033,I want to add Sin rencor to my playlist entitled te quiero,0,0,0,1
7034,Add a yesudas song in my piano chill playlist. ,0,0,0,1
7035,Add daigo to indietronic,0,0,0,1
7036,put Joseph Utsler on All Out 70s,0,0,0,1
7037,Can I put Indocumentado onto my Folk Music At The Gaslight Café playlist?,0,0,0,1
7038,add armand van helden to my black sabbath the ozzy years playlist,0,0,0,1
7039,I want the Turbonegro album to go on the playlist called Genuine R&B,0,0,0,1
7040,Incorporate Moribund the Burgermeister into the 50 Shades of Love playlist. ,0,0,0,1
7041,can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake,0,0,0,1
7042,add paula abdul to Classic Acoustic playlist,0,0,0,1
7043,add tune this is puccini to my playlist,0,0,0,1
7044,add this artist to FIFA 17 Soundtrack,0,0,0,1
7045,Include Badmeaningood Volume4 in jaime's Animal Stories playlist. ,0,0,0,1
7046,add this Infernus tune do marsha's de camino a clase,0,0,0,1
7047,add song in my playlist Dance Workout,0,0,0,1
7048,Add this raffaele riefoli tune to Deathcore,0,0,0,1
7049,add this track to my road trip playlist,0,0,0,1
7050,add this song by deron miller to my party on fridays playlist,0,0,0,1
7051,Please add to my playlist Hype the name introducing a r rahman,0,0,0,1
7052,put this Kes song on the feel good indie rock playlist,0,0,0,1
7053,add the track by Paul Gray to my 2010s smash hits playlist,0,0,0,1
7054,Add Mel Draisey tomy 80s Classic Hits playlist.,0,0,0,1
7055,add A-Hunting We Will Go to the Emily Dickinson playlist,0,0,0,1
7056,Add a song to playlist chill hits,0,0,0,1
7057,Put new page onto my latin jazz playlist.,0,0,0,1
7058,Add the tune to my Women of Latin Music playlist.,0,0,0,1
7059,Add Welcome to the Cruel World to my Reggae Classics playlist,0,0,0,1
7060,"add this song to my playlist named Britpop, etc",0,0,0,1
7061,Add htoo ein thin to my brooklyn beat playlist. ,0,0,0,1
7062,Add Kd lang to my Deep Focus playlist,0,0,0,1
7063,Add artist to my Broken Heart,0,0,0,1
7064,Add Pimp C to my workout remix. ,0,0,0,1
7065,Add dahmer to hiphop hot 50,0,0,0,1
7066,Add a track to my playlist Classic Acoustic,0,0,0,1
7067,Add a tune to my Sleep Sounds list,0,0,0,1
7068,add track to Indie Electronics playlist,0,0,0,1
7069,add the Chamillionaire track to lina's wedding classics playlist,0,0,0,1
7070,add undressed to my Country Icon playlist,0,0,0,1
7071,Add dr know to my TODO ALTERNATIVO playlist. ,0,0,0,1
7072,Add Ashley Cafagna Tesoro to my reggae en español list,0,0,0,1
7073,add steel guitar rag in acoustic covers the mash ups,0,0,0,1
7074,Add the tune to my House Afterwork playlist.,0,0,0,1
7075,put coming back to life onto winter music,0,0,0,1
7076,add The Crowd to corinne's acoustic soul playlist,0,0,0,1
7077,add abrar ul haq to Confidence Boost,0,0,0,1
7078,I want another album in my disco fever playlist. ,0,0,0,1
7079,Add this artist to the laugh list,0,0,0,1
7080,put this Kan Mikami tune on fresh finds cyclone,0,0,0,1
7081,Can ten green bottles be added to brooklyn beat?,0,0,0,1
7082,add song to my eletro br playlist,0,0,0,1
7083,"I would like to add to my plalist, Visjoner onto the old school metal one",0,0,0,1
7084,put the artist michael todd in my Afternoon Train Ride list,0,0,0,1
7085,Add mr j medeiros to my Women of Country playlist.,0,0,0,1
7086,put this tune onto my party through the decades playlist,0,0,0,1
7087,add this song to my crossroad blues playlist,0,0,0,1
7088,Add robin trower to the medieval 50 spotify picks playlist. ,0,0,0,1
7089,Add dave bickler to my all out 90s playlist,0,0,0,1
7090,Add this song to my fairy tales,0,0,0,1
7091,put this tune playing into my La Mejor Música Dance 2017 playlist,0,0,0,1
7092,add Halfway Between Here and There to my canadian country playlist,0,0,0,1
7093,add this song to my Love Hurts playlist,0,0,0,1
7094,please put live with me onto my playlist named CARÁCTER LATINO,0,0,0,1
7095,Add died to the todo latino playlist,0,0,0,1
7096,Add Welcome to the Cruel World to my Reggae Classics,0,0,0,1
7097,Add moby grape live to enamorándose,0,0,0,1
7098,add Dr Know to the playlist named I Love My 90's R&B,0,0,0,1
7099,Add Elkie Brooks to Happy Birthday playlist,0,0,0,1
7100,add the song to my the funny thing about football is playlist,0,0,0,1
7101,Add this track to winnie's post metal playlist,0,0,0,1
7102,Add la jaula de oro to my Evening Commute playlist,0,0,0,1
7103,add Jalal Zolfonun to my Nature Noise,0,0,0,1
7104,Add this song to indie hipster,0,0,0,1
7105,add this tune to my guest list gamesradar playlist,0,0,0,1
7106,Add album to Pop Rising,0,0,0,1
7107,add take it back to my Metal Party playlist,0,0,0,1
7108,I want you to add a George Chisholm tune to my 40 hits playlist. ,0,0,0,1
7109,add Salil Chowdhury to my 35 Soul Classics 1970 to 1975 playlsit,0,0,0,1
7110,Add O B McClinton to my playlist called Women of Electronic,0,0,0,1
7111,I would like you to add now the hits of winter 2008 onto my ntc studio sounds playlist.,0,0,0,1
7112,add an album in Sweet Soul Chillout,0,0,0,1
7113,Add Por una Cabeza to my playlist called this is new edition,0,0,0,1
7114,Add this track to the playlist Korean OSTs,0,0,0,1
7115,add scarlet begonias to my para entrenar playlist,0,0,0,1
7116,Put wreck of the tennessee gravy train in the Kids Workout playlist. ,0,0,0,1
7117,Add the singer ivan roudyk to my fairy tales playlists ,0,0,0,1
7118,add fabrice morvan to Folk for Kids,0,0,0,1
7119,add artist John William Boone to my life's short; play fast playlist,0,0,0,1
7120,Add Sheila to enamorándose,0,0,0,1
7121,For the Classic Road Trip Songs add the entity unwelcome,0,0,0,1
7122,put once bitten twice bitten into the pulse of americana,0,0,0,1
7123,Include hohenfriedberger marsch to my Novedades Pop list.,0,0,0,1
7124,go ahead and add blowfly to my This Is Schubert list,0,0,0,1
7125,Add  Michael Balzary to mujeres y hombres y fiesta,0,0,0,1
7126,add this artist to my 80'S PARTY,0,0,0,1
7127,Add the happy elf to my Fresh Finds Fire Emoji playlist,0,0,0,1
7128,add bulat schalwowitsch okudschawa to retro pop,0,0,0,1
7129,put this album on my playlist titled dance hits,0,0,0,1
7130,Add the lady bunny album to décadas,0,0,0,1
7131,add Toi to my timeless love songs playlist,0,0,0,1
7132,I want new steps to go on the leche con chocolate list,0,0,0,1
7133,add Classic Punk by Chab,0,0,0,1
7134,add potje met vet to my electronic gaming playlis,0,0,0,1
7135,"add artist post metal to playlist
",0,0,0,1
7136,put artist Harry Burleigh on classical new releases spotify picks,0,0,0,1
7137,Include Sean Yseult in kaitlin's metal overload playlist. ,0,0,0,1
7138,ad Sabah to my Evening Groove playlist,0,0,0,1
7139,add this tune by Hal Patino to my Ambiente RnB playlist,0,0,0,1
7140,Put Kim Kibum in my the martin garrix show playlist. ,0,0,0,1
7141,add all the years to Concentración,0,0,0,1
